model,year,transmission,mileage,fuelType,tax,mpg,engineSize,price
 EcoSport,2019,Manual,5820,Diesel,151,73.9,1.5,13552
 Edge,2019,Automatic,17752,Diesel,145,48.2,2.0,14553
 Focus,2016,Automatic,12183,Petrol,153,60.4,1.0,11291
 Kuga,2018,Automatic,17994,Diesel,145,63.4,2.0,18659
 Kuga,2014,Manual,55778,Diesel,1,66.0,1.5,6671
 Kuga,2018,Automatic,5015,Diesel,145,35.4,1.5,16372
 Kuga,2018,Semi-Auto,2847,Diesel,144,54.9,2.0,14309
 Fiesta,2018,Manual,1767,Petrol,145,55.1,1.1,13837
 Mustang,2019,Automatic,2223,Petrol,145,37.2,1.5,14796
 Fiesta,2018,Manual,18359,Petrol,150,60.0,1.0,7843
 Fiesta,2013,Semi-Auto,27438,Petrol,155,54.4,1.6,7889
 C-MAX,2019,Manual,3823,Petrol,145,47.0,1.0,18499
 Mondeo,2014,Manual,83079,Diesel,205,48.2,2.0,1182
 Kuga,2018,Manual,29036,Diesel,0,65.6,1.5,11992
 Fiesta,2017,Manual,26259,Petrol,145,64.3,1.0,10651
 Mondeo,2010,Manual,70144,Diesel,35,65.5,2.0,3778
 C-MAX,2018,Manual,9874,Petrol,145,56.0,2.0,18220
 EcoSport,2018,Manual,4033,Petrol,145,54.1,1.0,22486
 Mondeo,2019,Automatic,5412,Hybrid,142,57.6,2.0,25031
 Fiesta,2018,Manual,18538,Petrol,19,59.9,1.0,7612
 Focus,2019,Manual,8444,Petrol,145,52.2,1.0,14139
 Grand C-MAX,2014,Manual,52901,Diesel,31,61.6,1.5,8141
 Kuga,2009,Automatic,18068,Diesel,148,40.5,2.0,13789
 Mondeo,2015,Automatic,64830,Hybrid,0,67.6,2.0,15614
 B-MAX,2018,Manual,3655,Petrol,150,66.6,1.0,10704
 Focus,2019,Automatic,22923,Petrol,145,57.6,1.0,13767
 Tourneo Custom,2018,Automatic,6656,Diesel,145,39.2,2.0,19443
 B-MAX,2014,Manual,24288,Petrol,206,47.0,1.4,6315
 B-MAX,2006,Manual,7221,Petrol,153,31.5,1.6,6803
 Kuga,2018,Automatic,11461,Diesel,145,73.7,1.5,10377
 Fiesta,2015,Manual,29572,Petrol,22,48.9,1.0,7690
 Escort,2018,Manual,10565,Petrol,145,57.5,1.6,3256
 Kuga,2017,Manual,13374,Diesel,145,60.0,2.0,15165
 S-MAX,2016,Automatic,25358,Diesel,127,55.4,2.0,17514
 Escort,2004,Automatic,80612,Petrol,257,38.8,2.0,8960
 Ka+,2018,Manual,27522,Petrol,145,59.6,1.0,9480
 Mondeo,2017,Automatic,20091,Petrol,146,56.5,1.0,15475
 Focus,2019,Automatic,2261,Petrol,148,44.5,1.5,20040
 Fiesta,2018,Manual,14907,Petrol,145,65.5,1.0,11617
 Puma,2021,Manual,1831,Petrol,145,60.9,1.5,17978
 Fiesta,2017,Manual,44158,Petrol,21,47.7,1.0,9763
 Kuga,2017,Semi-Auto,34137,Diesel,156,57.7,2.0,18631
 Focus,2018,Manual,27596,Petrol,145,62.2,1.0,8900
 Fiesta,2018,Manual,11127,Petrol,151,41.2,2.3,7487
 S-MAX,2019,Semi-Auto,31023,Diesel,146,38.4,2.0,14214
 Focus,2016,Manual,33418,Petrol,126,59.5,1.0,11056
 Kuga,2017,Automatic,30835,Diesel,29,66.0,1.5,14953
 Fiesta,2018,Manual,25046,Diesel,145,64.5,2.0,8257
 Fiesta,2018,Manual,15051,Petrol,145,49.1,1.0,11070
 Fiesta,2018,Manual,36182,Petrol,20,48.9,1.0,10356
 Fiesta,2019,Manual,5109,Petrol,145,58.4,1.0,12380
 Transit Tourneo,2018,Manual,19330,Petrol,145,65.7,1.0,17796
 S-MAX,2016,Automatic,32365,Diesel,146,55.4,2.0,13876
 Fiesta,2016,Manual,20581,Petrol,145,63.9,1.0,9421
 Mondeo,2015,Automatic,41137,Other,0,68.0,2.0,14562
 Edge,2018,Semi-Auto,3692,Diesel,145,35.2,2.0,36890
 Grand Tourneo Connect,2016,Manual,34303,Diesel,29,60.5,1.5,10878
 Focus,2017,Manual,15291,Diesel,144,53.7,1.5,13636
 Grand C-MAX,2016,Manual,26051,Diesel,0,74.7,1.5,15139
 Fiesta,2017,Manual,17266,Petrol,18,66.1,1.0,7481
 Fiesta,2017,Manual,34103,Petrol,0,67.6,1.0,10698
 Mondeo,2015,Automatic,21054,Other,3,67.1,2.0,13176
 B-MAX,2018,Manual,11013,Petrol,145,61.1,1.0,8961
 Kuga,2014,Semi-Auto,31092,Diesel,207,47.4,2.0,14048
 Mondeo,2015,Automatic,30993,Hybrid,0,68.2,2.0,17732
 Fiesta,2018,Manual,12149,Petrol,144,65.8,1.0,9930
 Focus,2017,Manual,9554,Petrol,145,54.7,1.0,10190
 Galaxy,2016,Automatic,28366,Diesel,145,53.0,2.0,20176
 Focus,2016,Manual,75786,Diesel,0,75.3,1.5,7139
 EcoSport,2019,Automatic,7928,Petrol,145,59.7,1.5,12078
 Kuga,2018,Manual,35324,Diesel,124,54.6,2.0,14923
 Puma,2019,Manual,4767,Petrol,145,35.4,1.5,26165
 B-MAX,2017,Manual,30261,Petrol,145,58.6,1.0,7562
 Edge,2019,Manual,4641,Diesel,146,58.4,2.0,39971
 Fusion,2008,Manual,81624,Petrol,265,32.4,1.5,495
 Focus,2020,Manual,4791,Petrol,145,55.0,1.0,18068
 B-MAX,2018,Semi-Auto,27863,Diesel,151,58.6,2.0,11558
 Mondeo,2019,Automatic,3189,Hybrid,143,66.0,2.0,18021
 Fiesta,2015,Manual,13639,Petrol,23,47.2,1.6,7440
 Focus,2018,Manual,4984,Diesel,145,66.1,1.5,17900
 Kuga,2018,Semi-Auto,18248,Diesel,144,55.1,1.5,15077
 Focus,2019,Manual,5491,Petrol,145,52.3,1.0,9593
 Mondeo,2019,Automatic,70483,Hybrid,0,67.3,2.0,18112
 Streetka,2009,Semi-Auto,33537,Diesel,216,20.8,2.0,901
 Focus,2017,Automatic,11437,Petrol,145,60.7,1.5,10208
 Tourneo Custom,2019,Semi-Auto,3136,Diesel,145,47.3,2.0,25715
 Edge,2017,Manual,22041,Diesel,146,48.0,2.0,18490
 C-MAX,2018,Manual,23874,Petrol,145,60.4,1.0,8957
 Focus,2018,Automatic,10048,Petrol,145,61.8,1.0,10075
 Kuga,2018,Automatic,11045,Diesel,144,54.2,2.0,15317
 Galaxy,2016,Automatic,53867,Diesel,126,56.7,2.0,18266
 Focus,2010,Manual,51098,Petrol,264,38.3,1.6,6748
 EcoSport,2016,Manual,16956,Petrol,30,51.9,1.0,10576
 Mondeo,2016,Automatic,22738,Electric,1,68.2,2.0,11651
 Kuga,2013,Semi-Auto,16464,Diesel,206,41.3,1.5,5838
 Edge,2018,Semi-Auto,20584,Diesel,146,47.9,2.0,20708
 Focus,2016,Manual,30393,Petrol,125,59.2,1.0,7526
 EcoSport,2020,Manual,6148,Petrol,154,46.7,1.5,11145
 Fiesta,2018,Automatic,14434,Petrol,145,47.4,1.1,10079
 Fiesta,2018,Manual,11507,Petrol,145,59.8,1.0,10378
 KA,2018,Manual,24391,Petrol,30,47.8,1.2,2043
 Ka+,2017,Manual,30568,Petrol,31,55.3,1.2,5216
 Kuga,2019,Manual,1,Diesel,145,60.1,2.0,20034
 Fiesta,2018,Manual,11159,Petrol,149,55.4,1.0,15471
 Fiesta,2016,Manual,18514,Petrol,29,66.8,1.0,9280
 Focus,2019,Manual,10028,Diesel,151,38.9,2.0,20303
 Fiesta,2017,Manual,12337,Petrol,145,58.0,1.0,11942
 C-MAX,2015,Manual,36733,Diesel,20,60.3,1.5,8016
 Kuga,2017,Manual,25474,Diesel,145,54.1,2.0,15433
 Ka+,2017,Manual,38869,Diesel,30,65.6,1.5,10312
 B-MAX,2019,Automatic,12582,Petrol,145,57.8,1.0,9419
 Fiesta,2015,Manual,30603,Petrol,1,49.0,1.6,7486
 Grand C-MAX,2016,Manual,35810,Diesel,28,66.9,1.5,11013
 Kuga,2017,Semi-Auto,27722,Diesel,145,53.7,2.0,14258
 Kuga,2019,Manual,17098,Diesel,144,55.2,2.0,31468
 Kuga,2019,Semi-Auto,2347,Hybrid,141,47.0,2.2,28702
 Focus,2016,Automatic,64497,Diesel,0,75.5,2.0,9061
 B-MAX,2019,Manual,1064,Petrol,145,55.6,1.5,23427
 Fiesta,2018,Manual,38155,Petrol,126,30.1,2.0,7986
 Focus,2014,Manual,76600,Diesel,23,73.2,1.5,6427
 EcoSport,2018,Manual,13623,Petrol,145,63.8,1.0,10954
 Fusion,2008,Manual,84050,Petrol,211,46.5,1.4,495
 Fiesta,2014,Manual,18097,Petrol,23,49.0,1.0,6114
 Ka+,2014,Manual,29284,Petrol,126,39.1,1.2,7326
 Fiesta,2018,Manual,11559,Petrol,145,47.4,1.2,14648
 EcoSport,2015,Automatic,34429,Petrol,158,43.6,1.0,6950
 Fiesta,2016,Semi-Auto,15110,Petrol,31,47.6,1.0,6864
 Mondeo,2016,Manual,14551,Diesel,32,43.6,1.5,14005
 Fiesta,2016,Manual,30770,Petrol,145,68.3,1.0,9214
 Kuga,2015,Manual,35187,Diesel,1,66.1,1.5,8758
 C-MAX,2016,Manual,37316,Diesel,19,65.0,1.6,7115
 Grand Tourneo Connect,2018,Manual,28033,Diesel,144,57.4,1.5,12971
 Mondeo,2016,Manual,6865,Petrol,146,57.8,2.0,14342
 Galaxy,2018,Automatic,8831,Diesel,145,57.9,2.0,14594
 Focus,2018,Manual,2534,Petrol,145,59.1,1.0,12430
 Fiesta,2016,Manual,7907,Petrol,145,65.1,1.0,15245
 B-MAX,2018,Semi-Auto,15346,Petrol,145,56.4,1.0,12282
 Kuga,2019,Semi-Auto,2946,Diesel,145,42.9,2.0,23625
 B-MAX,2013,Manual,64905,Petrol,260,24.2,1.6,5652
 S-MAX,2016,Semi-Auto,22296,Diesel,146,57.5,2.0,10844
 Grand C-MAX,2015,Manual,56396,Diesel,0,66.5,1.5,7846
 Kuga,2017,Manual,32629,Diesel,2,53.7,1.6,2411
 Fiesta,2018,Manual,11932,Petrol,145,59.2,1.0,9912
 Mondeo,2016,Manual,36132,Diesel,31,66.8,2.0,9951
 Fiesta,2018,Manual,28074,Petrol,145,67.1,1.0,8866
 Grand Tourneo Connect,2017,Semi-Auto,11570,Diesel,145,58.7,1.5,13380
 KA,2018,Manual,36312,Petrol,146,53.3,1.2,16742
 Kuga,2018,Manual,32527,Diesel,144,55.0,2.0,14756
 Fiesta,2018,Manual,1,Petrol,144,47.6,1.0,9138
 EcoSport,2018,Manual,14776,Petrol,145,63.9,1.1,10623
 Fiesta,2019,Manual,5715,Petrol,145,48.1,1.0,20946
 EcoSport,2016,Automatic,34922,Diesel,145,52.1,1.5,14501
 Mondeo,2014,Automatic,51924,Diesel,257,40.4,1.6,1730
 Mondeo,2016,Automatic,6041,Electric,4,66.8,2.0,16935
 Kuga,2019,Automatic,2102,Hybrid,140,47.2,2.0,23349
 Puma,2019,Manual,2244,Petrol,145,60.6,1.0,14262
 KA,2013,Manual,47208,Petrol,29,55.7,1.2,3201
 Fiesta,2019,Manual,3194,Petrol,145,47.1,1.0,18005
 C-MAX,2017,Manual,37121,Diesel,20,68.6,1.5,8755
 EcoSport,2017,Automatic,18270,Petrol,148,57.7,1.5,9229
 Fiesta,2017,Manual,12752,Petrol,145,58.0,1.0,11343
 Fiesta,2018,Manual,4053,Petrol,145,57.5,1.1,15738
 Kuga,2015,Manual,32422,Diesel,1,75.2,1.5,8617
 Kuga,2018,Automatic,14987,Petrol,149,36.7,1.5,15368
 Fiesta,2018,Manual,11842,Petrol,144,48.7,1.2,11190
 Tourneo Connect,2018,Manual,11840,Diesel,145,65.2,1.5,10708
 Focus,2016,Manual,26982,Petrol,124,59.1,1.0,11980
 Fiesta,2017,Manual,29307,Petrol,0,67.6,1.0,10601
 Escort,2009,Manual,15747,Petrol,146,25.1,1.6,2655
 Fiesta,2018,Manual,10762,Petrol,145,65.1,1.0,10424
 Puma,2019,Manual,755,Petrol,145,55.9,1.0,20690
 Edge,2017,Semi-Auto,23792,Diesel,146,46.6,2.0,35039
 Fiesta,2019,Manual,4950,Petrol,151,51.1,1.0,9652
 Focus,2019,Manual,3453,Petrol,146,60.3,1.0,10378
 Kuga,2018,Semi-Auto,16868,Diesel,145,54.8,2.0,14331
 EcoSport,2016,Manual,34437,Petrol,20,52.6,1.0,8584
 EcoSport,2017,Automatic,8009,Petrol,152,56.3,1.5,17986
 Mondeo,2009,Automatic,12269,Petrol,145,36.9,1.5,13316
 Kuga,2017,Semi-Auto,2913,Diesel,145,55.0,2.0,17319
 Ka+,2016,Manual,16070,Petrol,124,58.9,1.0,14560
 EcoSport,2016,Manual,15905,Petrol,151,58.3,1.0,13767
 Kuga,2018,Automatic,26275,Diesel,144,54.8,2.0,16691
 Mondeo,2016,Automatic,7523,Hybrid,122,59.4,2.0,14204
 Mondeo,2019,Automatic,5530,Hybrid,142,45.5,2.0,20676
 Focus,2017,Manual,25065,Petrol,146,46.9,1.0,9001
 Fiesta,2018,Manual,16864,Petrol,152,49.0,1.0,11797
 Focus,2017,Semi-Auto,53918,Diesel,146,48.6,2.0,16135
 C-MAX,2016,Manual,27368,Diesel,20,56.7,1.5,10131
 Kuga,2016,Manual,107210,Diesel,0,64.6,1.5,11628
 EcoSport,2019,Manual,11229,Petrol,145,57.8,1.0,16146
 Fiesta,2018,Manual,11856,Petrol,145,60.6,1.0,8921
 S-MAX,2016,Semi-Auto,21289,Diesel,146,57.0,1.5,10286
 Focus,2018,Automatic,14332,Petrol,145,62.0,1.0,11394
 Mondeo,2016,Automatic,27432,Hybrid,20,65.9,2.0,15241
 C-MAX,2017,Manual,90277,Diesel,20,68.1,1.5,6944
 Mustang,2019,Semi-Auto,4271,Petrol,144,38.3,2.8,31992
 Kuga,2015,Manual,22311,Diesel,145,59.5,2.0,16469
 Mondeo,2019,Automatic,6033,Hybrid,141,51.0,2.0,27986
 Grand Tourneo Connect,2018,Automatic,2224,Diesel,145,59.9,1.5,16325
 Kuga,2016,Semi-Auto,28122,Diesel,0,58.6,2.0,19227
 Mustang,2020,Semi-Auto,15760,Petrol,153,33.1,2.8,31992
 Puma,2020,Manual,2062,Petrol,149,38.8,2.2,19149
 B-MAX,2013,Manual,71318,Diesel,249,57.6,1.6,6920
 Focus,2018,Manual,55475,Diesel,145,74.4,1.5,14989
 Mondeo,2018,Manual,25656,Diesel,145,32.8,2.0,21003
 Kuga,2018,Manual,34939,Diesel,126,58.1,1.5,13970
 C-MAX,2018,Automatic,16238,Petrol,152,54.0,1.5,9095
 Edge,2016,Semi-Auto,33943,Diesel,127,20.8,2.0,23949
 Fiesta,2013,Manual,12831,Petrol,153,54.1,1.2,9872
 Focus,2017,Manual,43494,Diesel,2,73.9,1.5,10030
 Fiesta,2017,Manual,92868,Petrol,22,48.9,1.0,10419
 Focus,2019,Manual,4032,Petrol,145,48.2,1.0,15416
 Grand C-MAX,2016,Automatic,24256,Petrol,125,60.7,1.0,10073
 Mustang,2021,Semi-Auto,1105,Petrol,144,44.8,2.8,44752
 Focus,2016,Manual,31472,Petrol,145,47.5,1.0,7435
 Fiesta,2020,Manual,5594,Petrol,145,53.3,2.2,9298
 Focus,2019,Manual,4880,Petrol,147,49.3,1.0,16954
 Fiesta,2015,Manual,63566,Diesel,2,66.4,1.5,7693
 Edge,2018,Automatic,16264,Diesel,146,46.9,2.0,26920
 Mustang,2021,Semi-Auto,1541,Petrol,145,38.0,2.8,44861
 Galaxy,2019,Manual,31229,Diesel,146,57.8,2.0,16376
 Focus,2019,Automatic,9980,Petrol,145,44.9,1.0,11685
 Focus,2015,Manual,33323,Diesel,1,75.1,1.5,8159
 Ka+,2018,Manual,29342,Petrol,144,63.8,1.2,10196
 Mondeo,2016,Automatic,24027,Hybrid,144,56.6,2.0,13051
 Kuga,2017,Automatic,22182,Petrol,150,45.6,2.4,11036
 Tourneo Custom,2013,Manual,87189,Diesel,211,20.8,2.0,3800
 Galaxy,2016,Automatic,11900,Diesel,154,56.2,2.0,23960
 Tourneo Custom,2019,Manual,1273,Diesel,145,20.8,1.5,26806
 Kuga,2018,Automatic,12590,Hybrid,0,67.9,2.0,16211
 Kuga,2016,Automatic,78359,Diesel,251,67.6,2.0,7523
 Focus,2014,Automatic,13497,Petrol,246,35.7,1.6,10514
 Kuga,2018,Semi-Auto,9253,Diesel,145,40.4,1.5,34691
 Fiesta,2018,Manual,26395,Petrol,1,64.3,1.0,17974
 Mondeo,2016,Automatic,17064,Electric,3,67.0,2.0,15403
 Focus,2019,Automatic,2395,Petrol,145,42.8,1.5,10938
 C-MAX,2017,Automatic,27269,Diesel,30,65.7,1.5,10879
 KA,2014,Manual,33610,Petrol,28,54.6,1.2,4893
 Mondeo,2015,Semi-Auto,22095,Diesel,145,47.5,2.0,15892
 Kuga,2016,Manual,37917,Diesel,28,65.5,1.5,7905
 S-MAX,2009,Automatic,83176,Diesel,268,54.1,2.0,4025
 Grand Tourneo Connect,2019,Automatic,16696,Diesel,145,59.4,1.5,12745
 Grand C-MAX,2016,Manual,54567,Diesel,30,64.8,1.5,7825
 Escort,2002,Manual,99981,Petrol,214,40.0,1.7,495
 Mondeo,2016,Manual,30156,Diesel,126,55.9,2.0,14504
 Fiesta,2018,Manual,6031,Petrol,147,60.2,1.0,16978
 Edge,2018,Semi-Auto,11942,Diesel,145,35.1,2.0,29981
 Kuga,2018,Manual,20920,Petrol,145,58.7,1.5,14312
 Edge,2018,Automatic,1241,Diesel,145,40.1,2.0,17403
 Kuga,2017,Semi-Auto,29331,Diesel,146,59.0,2.0,17501
 Kuga,2017,Manual,34217,Diesel,145,54.0,1.5,14099
 Fiesta,2018,Manual,12572,Petrol,147,67.4,1.0,10164
 Puma,2019,Manual,3147,Petrol,145,51.1,1.0,23405
 Focus,2018,Semi-Auto,13447,Diesel,145,53.0,1.5,17044
 Kuga,2018,Semi-Auto,12202,Diesel,125,54.4,2.0,32917
 EcoSport,2017,Automatic,8280,Petrol,145,51.7,1.0,11329
 Mustang,2019,Automatic,3851,Petrol,152,41.0,1.5,15945
 B-MAX,2014,Manual,74371,Petrol,253,43.7,1.6,6480
 Kuga,2018,Manual,13037,Diesel,145,54.3,1.5,11716
 Fiesta,2015,Manual,31033,Petrol,0,66.3,1.0,7245
 Kuga,2017,Semi-Auto,26875,Diesel,154,54.7,2.0,14321
 Kuga,2013,Automatic,24033,Petrol,146,57.0,2.0,15195
 Galaxy,2018,Automatic,14298,Diesel,145,50.9,2.0,16127
 Kuga,2019,Manual,4983,Diesel,145,53.6,1.5,18642
 EcoSport,2018,Semi-Auto,23853,Petrol,155,58.0,1.0,10555
 Kuga,2017,Semi-Auto,28193,Diesel,152,42.5,2.0,30432
 Focus,2018,Manual,26961,Petrol,156,43.8,1.0,13333
 EcoSport,2019,Manual,13126,Petrol,145,40.6,1.0,15811
 Focus,2017,Manual,34921,Diesel,34,58.3,1.5,10783
 Grand C-MAX,2017,Automatic,16343,Diesel,31,57.3,1.5,11907
 C-MAX,2015,Automatic,37884,Petrol,21,45.7,1.0,9116
 Fiesta,2016,Manual,26177,Petrol,0,66.4,1.0,8378
 Fiesta,2018,Manual,10765,Petrol,145,64.2,1.0,10827
 Ranger,2019,Semi-Auto,11100,Diesel,145,37.2,1.5,16453
 C-MAX,2016,Manual,30604,Petrol,30,64.9,1.0,9883
 Kuga,2017,Automatic,11198,Petrol,151,46.2,1.5,4598
 Focus,2015,Manual,69416,Diesel,0,75.9,1.5,8373
 Grand C-MAX,2015,Manual,29076,Petrol,29,57.4,1.0,10642
 Grand C-MAX,2014,Semi-Auto,26632,Diesel,32,47.6,1.5,7849
 Mondeo,2015,Automatic,54249,Other,1,67.8,2.0,14655
 Mondeo,2015,Automatic,41169,Hybrid,0,67.0,2.0,20851
 Focus,2018,Automatic,709,Diesel,145,49.5,1.5,14954
 Grand C-MAX,2017,Automatic,16732,Diesel,32,63.9,1.5,10120
 C-MAX,2017,Manual,15102,Diesel,145,59.5,1.5,12176
 Focus,2016,Automatic,12278,Petrol,155,41.7,1.0,9356
 Ka+,2019,Semi-Auto,16960,Petrol,145,54.9,1.0,14581
 Focus,2018,Manual,9759,Diesel,0,73.9,1.5,13664
 Focus,2019,Automatic,1625,Petrol,145,43.9,1.5,12919
 Focus,2016,Automatic,21630,Diesel,145,57.3,1.0,15112
 C-MAX,2018,Semi-Auto,32768,Diesel,145,64.9,1.5,13759
 Mondeo,2016,Manual,25841,Diesel,145,58.4,2.0,13175
 KA,2018,Manual,10222,Petrol,32,58.3,1.2,9194
 Kuga,2017,Manual,16456,Diesel,145,53.2,2.0,14692
 KA,2014,Manual,30788,Petrol,22,59.1,1.0,7273
 C-MAX,2016,Automatic,33614,Diesel,126,58.3,1.0,6531
 Mondeo,2019,Automatic,32425,Hybrid,0,67.6,1.5,14282
 S-MAX,2018,Semi-Auto,24072,Diesel,145,55.5,2.0,13644
 B-MAX,2015,Manual,36250,Petrol,23,63.2,1.0,10256
 Mustang,2020,Automatic,3365,Petrol,145,33.7,1.5,36988
 Kuga,2019,Manual,8029,Diesel,145,53.2,1.5,24928
 Fusion,2008,Manual,103256,Petrol,211,37.8,1.5,495
 Mondeo,2019,Automatic,1138,Hybrid,144,41.7,2.0,24966
 Fiesta,2017,Manual,20414,Petrol,0,66.0,1.0,10402
 Fiesta,2016,Manual,79935,Diesel,145,74.2,1.5,10946
 C-MAX,2013,Manual,76787,Diesel,20,55.3,1.5,5292
 EcoSport,2018,Manual,22343,Petrol,154,57.9,1.0,10078
 B-MAX,2013,Manual,27639,Petrol,127,37.9,1.6,1082
 Fiesta,2018,Manual,32783,Petrol,145,65.1,1.0,8154
 Kuga,2018,Automatic,7713,Petrol,145,40.9,1.5,27642
 Focus,2019,Manual,39665,Petrol,146,61.1,1.0,11256
 Kuga,2018,Automatic,7741,Diesel,145,39.1,2.0,16594
 Mondeo,2016,Manual,52964,Diesel,1,65.6,1.5,10115
 Mondeo,2020,Automatic,171,Hybrid,144,47.4,2.0,23270
 Tourneo Custom,2021,Manual,13788,Diesel,144,32.7,2.0,28538
 Focus,2019,Manual,10056,Petrol,145,47.0,1.5,16406
 Kuga,2018,Manual,2830,Petrol,145,53.8,2.3,16830
 Kuga,2017,Automatic,11826,Petrol,249,37.0,1.6,14665
 Focus,2013,Manual,68173,Diesel,0,73.6,1.5,12050
 Focus,2017,Automatic,8998,Petrol,155,43.2,1.5,12901
 B-MAX,2017,Manual,29723,Petrol,145,58.8,1.0,11318
 Fiesta,2019,Manual,3849,Petrol,149,65.0,1.0,8624
 Galaxy,2016,Automatic,27829,Diesel,127,57.3,2.0,17757
 Mondeo,2016,Automatic,26343,Electric,4,69.0,2.0,12352
 KA,2013,Manual,19601,Petrol,27,54.3,1.2,2784
 EcoSport,2019,Automatic,3612,Petrol,150,54.1,1.0,9478
 Grand C-MAX,2016,Automatic,18596,Diesel,30,65.3,1.5,13822
 Kuga,2010,Semi-Auto,28536,Diesel,202,40.0,2.0,12227
 Focus,2014,Manual,65835,Diesel,1,74.1,1.5,9589
 Fiesta,2018,Manual,16694,Petrol,1,67.2,1.0,9806
 S-MAX,2017,Semi-Auto,28501,Diesel,146,56.0,2.0,14975
 Grand C-MAX,2010,Manual,46772,Diesel,29,54.4,1.5,2469
 Mondeo,2016,Automatic,30856,Hybrid,0,67.9,2.0,12866
 Focus,2018,Manual,28361,Diesel,1,74.5,1.5,10818
 Grand C-MAX,2010,Manual,71862,Diesel,124,44.6,1.4,2072
 Kuga,2017,Semi-Auto,23873,Diesel,146,57.2,2.0,17330
 Mondeo,2015,Automatic,33703,Hybrid,0,54.8,2.0,12980
 C-MAX,2015,Manual,77870,Diesel,22,66.8,1.6,8077
 Tourneo Connect,2017,Manual,10164,Petrol,30,55.0,1.0,9608
 Kuga,2018,Manual,1145,Diesel,145,43.4,1.5,10155
 EcoSport,2019,Automatic,3422,Petrol,145,51.4,1.5,17719
 Grand C-MAX,2017,Manual,21766,Diesel,0,58.5,1.5,12606
 Fiesta,2018,Manual,27830,Petrol,125,54.5,1.0,10363
 Kuga,2019,Manual,721,Diesel,146,35.3,2.0,17746
 Fusion,2008,Automatic,125526,Petrol,211,20.8,1.5,495
 Kuga,2009,Automatic,92150,Petrol,265,34.3,1.6,495
 Focus,2016,Manual,41088,Diesel,1,59.6,1.5,12782
 Fiesta,2015,Manual,104821,Petrol,24,44.0,1.6,8299
 C-MAX,2018,Automatic,11364,Petrol,145,42.4,1.0,13522
 Kuga,2018,Semi-Auto,34960,Diesel,145,41.8,2.0,14957
 Kuga,2015,Manual,33072,Diesel,1,76.1,1.5,8703
 Fiesta,2018,Manual,23157,Petrol,145,65.8,1.0,10604
 Fiesta,2019,Manual,1728,Petrol,145,48.6,1.0,13339
 Fiesta,2014,Manual,11647,Petrol,33,53.6,1.6,10896
 Tourneo Connect,2018,Manual,22464,Diesel,145,60.0,1.5,12817
 Mondeo,2016,Automatic,13250,Electric,1,67.7,2.0,15765
 Tourneo Connect,2010,Manual,59458,Diesel,32,55.3,1.5,4158
 Fiesta,2015,Manual,43256,Petrol,34,57.5,1.6,7970
 Ka+,2017,Manual,3478,Petrol,145,53.7,1.0,11133
 Galaxy,2017,Automatic,38474,Diesel,125,58.0,2.0,16690
 Edge,2018,Semi-Auto,51474,Diesel,146,47.6,2.0,25700
 EcoSport,2019,Automatic,9896,Petrol,145,45.0,1.0,21937
 Focus,2018,Manual,29824,Diesel,145,60.3,1.5,16984
 Grand C-MAX,2019,Automatic,10926,Diesel,145,56.8,1.5,19428
 B-MAX,2017,Semi-Auto,37626,Petrol,145,54.9,2.0,10634
 Fiesta,2018,Automatic,9560,Diesel,145,46.5,1.5,10836
 S-MAX,2016,Semi-Auto,57337,Diesel,127,54.4,2.0,17796
 Mondeo,2015,Semi-Auto,16760,Diesel,198,54.8,2.0,12046
 Kuga,2017,Manual,14763,Diesel,145,24.8,2.0,16503
 Mondeo,2018,Automatic,24450,Other,2,67.2,2.0,15655
 Mondeo,2019,Automatic,5395,Hybrid,144,61.0,2.0,27143
 EcoSport,2017,Manual,16842,Petrol,125,58.0,1.0,9568
 Mondeo,2019,Automatic,1,Hybrid,143,37.9,2.0,25472
 Kuga,2016,Automatic,18807,Petrol,125,54.2,1.5,15919
 Edge,2017,Manual,34168,Diesel,146,47.1,2.0,18372
 Mondeo,2016,Manual,36662,Hybrid,33,58.4,2.0,13196
 Kuga,2018,Manual,6122,Petrol,145,57.4,1.0,13386
 Mondeo,2015,Manual,72918,Diesel,202,57.6,2.0,10328
 Focus,2019,Manual,1345,Petrol,145,42.4,1.0,14769
 Mondeo,2010,Manual,72011,Diesel,205,57.5,2.0,2576
 Kuga,2009,Automatic,81732,Diesel,251,35.5,1.6,2958
 Kuga,2014,Manual,75258,Diesel,0,50.1,1.6,8793
 S-MAX,2016,Semi-Auto,35076,Diesel,127,50.5,2.0,11427
 Kuga,2018,Manual,37468,Petrol,145,54.2,1.1,10303
 Focus,2018,Automatic,12127,Petrol,145,57.2,2.0,13579
 Mondeo,2015,Automatic,41916,Hybrid,0,67.2,2.0,14154
 Mondeo,2016,Automatic,2241,Electric,1,66.9,2.0,16322
 EcoSport,2018,Manual,10742,Petrol,125,52.2,1.0,13834
 Mondeo,2016,Automatic,16427,Electric,2,66.7,2.0,15249
 S-MAX,2017,Semi-Auto,28816,Diesel,127,51.1,2.0,13129
 Kuga,2007,Automatic,32296,Petrol,252,40.5,1.6,1279
 Focus,2019,Manual,919,Petrol,145,58.0,1.1,14269
 Mustang,2018,Automatic,5256,Petrol,145,33.9,1.5,15982
 Mondeo,2010,Manual,31227,Diesel,146,58.1,2.0,14505
 C-MAX,2017,Automatic,26623,Petrol,30,57.6,1.5,12156
